Cod.registro;ID do cliente;Nome do cliente;Sexo;Estado civil;Renda mensal (R$);Tipo da transação;data
t1747;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;pix;01/12/2024
t1748;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;pix;18/10/2024
t1749;49;Carlos Oliveira;Masculino;Casado(a);3082,95;pix;17/11/2024
t1750;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;saque;01/11/2024
t1751;51;Maria Souza;Masculino;Divorciado(a);6640,12;saque;29/10/2024
t1752;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;02/12/2024
t1753;53;Camila Pereira;Feminino;Viúvo(a);9997,24;pix;06/11/2024
t1754;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;30/10/2024
t1755;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;23/09/2024
t1756;56;Ana Souza;Feminino;Divorciado(a);7224,18;pix;17/08/2024
t1757;57;Pedro Santos;Masculino;Solteiro(a);4162,47;saque;29/09/2024
t1758;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;pix;10/07/2024
t1759;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;08/08/2024
t1760;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;pix;04/11/2024
t1761;61;Pedro Silva;Masculino;Viúvo(a);4856,81;saque;07/07/2024
t1762;62;Ricardo Araújo;Masculino;Casado(a);7862,92;pix;27/07/2024
t1763;63;João Souza;Masculino;Casado(a);8710,4;saque;19/10/2024
t1764;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;pix;20/11/2024
t1765;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;23/12/2024
t1766;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;09/09/2024
t1767;67;Maria Santos;Feminino;Casado(a);7073,73;saque;09/10/2024
t1768;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;pix;06/08/2024
t1769;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;saque;20/07/2024
t1770;70;Camila Silva;Feminino;Casado(a);9404,2;pix;02/08/2024
t1771;71;Ana Santos;Feminino;Viúvo(a);5536,68;saque;17/08/2024
t1772;72;Pedro Souza;Masculino;Solteiro(a);9206,39;saque;04/09/2024
t1773;73;Pedro Lima;Masculino;Casado(a);3623,33;saque;06/10/2024
t1774;74;Ana Almeida;Feminino;Divorciado(a);3513,16;pix;24/08/2024
t1775;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;pix;16/11/2024
t1776;76;Carlos Almeida;Masculino;Casado(a);3768,54;pix;07/09/2024
t1777;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;pix;29/07/2024
t1778;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;saque;16/12/2024
t1779;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;pix;12/08/2024
t1780;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;19/10/2024
t1781;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;17/10/2024
t1782;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;pix;24/08/2024
t1783;83;João Santos;Masculino;Viúvo(a);3293,73;saque;21/11/2024
t1784;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;24/07/2024
t1785;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;saque;12/09/2024
t1786;86;Fernanda Araújo;Feminino;Casado(a);1369,87;saque;10/07/2024
t1787;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;29/11/2024
t1788;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;08/07/2024
t1789;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;pix;05/09/2024
t1790;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;20/12/2024
t1791;91;Camila Lima;Feminino;Solteiro(a);5245,67;pix;29/10/2024
t1792;92;Paulo Santos;Masculino;Casado(a);7067,29;saque;20/10/2024
t1793;93;Ana Silva;Feminino;Solteiro(a);7776,95;pix;03/08/2024
t1794;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;14/11/2024
t1795;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;saque;05/09/2024
t1796;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;08/11/2024
t1797;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;pix;30/11/2024
t1798;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;24/12/2024
t1799;99;Camila Almeida;Feminino;Casado(a);6216,24;saque;20/11/2024
t1800;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;06/11/2024
t1801;51;Maria Souza;Masculino;Divorciado(a);6640,12;saque;26/08/2024
t1802;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;27/07/2024
t1803;53;Camila Pereira;Feminino;Viúvo(a);9997,24;pix;19/11/2024
t1804;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;saque;23/12/2024
t1805;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;08/08/2024
t1806;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;24/07/2024
t1807;57;Pedro Santos;Masculino;Solteiro(a);4162,47;pix;16/08/2024
t1808;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;pix;21/07/2024
t1809;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;16/10/2024
t1810;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;saque;11/11/2024
t1811;61;Pedro Silva;Masculino;Viúvo(a);4856,81;saque;22/09/2024
t1812;62;Ricardo Araújo;Masculino;Casado(a);7862,92;pix;22/09/2024
t1813;63;João Souza;Masculino;Casado(a);8710,4;saque;22/07/2024
t1814;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;pix;08/11/2024
t1815;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;saque;14/12/2024
t1816;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;pix;14/09/2024
t1817;67;Maria Santos;Feminino;Casado(a);7073,73;pix;20/08/2024
t1818;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;pix;29/10/2024
t1819;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;pix;04/07/2024
t1820;70;Camila Silva;Feminino;Casado(a);9404,2;pix;08/07/2024
t1821;71;Ana Santos;Feminino;Viúvo(a);5536,68;pix;05/10/2024
t1822;72;Pedro Souza;Masculino;Solteiro(a);9206,39;pix;25/08/2024
t1823;73;Pedro Lima;Masculino;Casado(a);3623,33;pix;27/12/2024
t1824;74;Ana Almeida;Feminino;Divorciado(a);3513,16;pix;08/07/2024
t1825;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;saque;22/09/2024
t1826;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;05/08/2024
t1827;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;saque;07/10/2024
t1828;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;25/07/2024
t1829;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;pix;04/12/2024
t1830;80;Maria Araújo;Feminino;Viúvo(a);9604,91;pix;26/07/2024
t1831;81;Paulo Lima;Masculino;Viúvo(a);1367,75;saque;22/09/2024
t1832;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;pix;03/12/2024
t1833;83;João Santos;Masculino;Viúvo(a);3293,73;saque;20/10/2024
t1834;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;07/11/2024
t1835;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;saque;22/10/2024
t1836;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;29/10/2024
t1837;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;saque;23/12/2024
t1838;88;Carlos Silva;Masculino;Divorciado(a);4321,82;pix;10/09/2024
t1839;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;pix;29/09/2024
t1840;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;13/08/2024
t1841;91;Camila Lima;Feminino;Solteiro(a);5245,67;pix;22/10/2024
t1842;92;Paulo Santos;Masculino;Casado(a);7067,29;saque;24/11/2024
t1843;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;20/12/2024
t1844;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;07/07/2024
t1845;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;pix;07/08/2024
t1846;96;Maria Costa;Feminino;Solteiro(a);9138,77;saque;23/10/2024
t1847;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;pix;02/12/2024
t1848;98;Carlos Lima;Masculino;Solteiro(a);2153,81;pix;26/08/2024
t1849;99;Camila Almeida;Feminino;Casado(a);6216,24;pix;22/10/2024
t1850;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;11/12/2024
t1851;51;Maria Souza;Masculino;Divorciado(a);6640,12;pix;23/09/2024
t1852;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;17/07/2024
t1853;53;Camila Pereira;Feminino;Viúvo(a);9997,24;pix;18/08/2024
t1854;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;18/10/2024
t1855;55;Ana Araújo;Feminino;Solteiro(a);2242,64;pix;02/10/2024
t1856;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;29/11/2024
t1857;57;Pedro Santos;Masculino;Solteiro(a);4162,47;pix;30/08/2024
t1858;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;pix;10/10/2024
t1859;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;15/09/2024
t1860;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;saque;06/11/2024
t1861;61;Pedro Silva;Masculino;Viúvo(a);4856,81;pix;07/11/2024
t1862;62;Ricardo Araújo;Masculino;Casado(a);7862,92;saque;26/08/2024
t1863;63;João Souza;Masculino;Casado(a);8710,4;saque;02/12/2024
t1864;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;pix;27/07/2024
t1865;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;20/12/2024
t1866;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;08/09/2024
t1867;67;Maria Santos;Feminino;Casado(a);7073,73;pix;05/11/2024
t1868;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;saque;08/11/2024
t1869;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;saque;08/10/2024
t1870;70;Camila Silva;Feminino;Casado(a);9404,2;pix;19/10/2024
t1871;71;Ana Santos;Feminino;Viúvo(a);5536,68;saque;29/10/2024
t1872;72;Pedro Souza;Masculino;Solteiro(a);9206,39;pix;01/09/2024
t1873;73;Pedro Lima;Masculino;Casado(a);3623,33;saque;18/09/2024
t1874;74;Ana Almeida;Feminino;Divorciado(a);3513,16;pix;14/12/2024
t1875;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;pix;21/07/2024
t1876;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;30/11/2024
t1877;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;saque;07/11/2024
t1878;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;24/09/2024
t1879;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;25/10/2024
t1880;80;Maria Araújo;Feminino;Viúvo(a);9604,91;pix;30/12/2024
t1881;81;Paulo Lima;Masculino;Viúvo(a);1367,75;saque;27/12/2024
t1882;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;13/12/2024
t1883;83;João Santos;Masculino;Viúvo(a);3293,73;saque;21/07/2024
t1884;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;05/10/2024
t1885;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;saque;18/07/2024
t1886;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;15/12/2024
t1887;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;11/08/2024
t1888;88;Carlos Silva;Masculino;Divorciado(a);4321,82;pix;18/09/2024
t1889;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;saque;15/08/2024
t1890;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;saque;31/07/2024
t1891;91;Camila Lima;Feminino;Solteiro(a);5245,67;saque;23/07/2024
t1892;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;28/09/2024
t1893;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;04/12/2024
t1894;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;09/09/2024
t1895;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;saque;05/10/2024
t1896;96;Maria Costa;Feminino;Solteiro(a);9138,77;saque;14/08/2024
t1897;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;23/11/2024
t1898;98;Carlos Lima;Masculino;Solteiro(a);2153,81;pix;10/08/2024
t1899;99;Camila Almeida;Feminino;Casado(a);6216,24;pix;10/11/2024
t1900;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;31/10/2024
t1901;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;10/12/2024
t1902;2;Ana Costa;Feminino;Viúvo(a);4347,62;saque;10/08/2024
t1903;3;Camila Souza;Feminino;Casado(a);3075,08;pix;27/09/2024
t1904;4;Camila Costa;Feminino;Casado(a);4260,5;saque;19/12/2024
t1905;5;Beatriz Pereira;Feminino;Casado(a);3787,57;pix;23/11/2024
t1906;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;pix;14/12/2024
t1907;7;Paulo Araújo;Masculino;Casado(a);6946,26;pix;20/08/2024
t1908;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;saque;13/08/2024
t1909;9;João Pereira;Masculino;Casado(a);6632,51;pix;25/10/2024
t1910;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;30/09/2024
t1911;11;Paulo Costa;Masculino;Divorciado(a);5495,68;saque;08/12/2024
t1912;12;Carlos Costa;Masculino;Casado(a);5143,81;saque;12/08/2024
t1913;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;saque;23/11/2024
t1914;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;pix;07/12/2024
t1915;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;13/09/2024
t1916;16;Carlos Santos;Masculino;Casado(a);1324,58;pix;01/09/2024
t1917;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;pix;30/10/2024
t1918;18;Beatriz Lima;Feminino;Casado(a);3189,75;pix;12/12/2024
t1919;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;saque;04/10/2024
t1920;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;pix;06/07/2024
t1921;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;saque;13/10/2024
t1922;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;pix;13/10/2024
t1923;23;Camila Santos;Feminino;Divorciado(a);4135,44;saque;17/11/2024
t1924;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;pix;22/08/2024
t1925;25;Camila Araújo;Feminino;Divorciado(a);1446,38;saque;25/08/2024
t1926;26;Ana Pereira;Feminino;Solteiro(a);5898,85;saque;05/12/2024
t1927;27;Ana Lima;Feminino;Casado(a);9045,74;pix;25/11/2024
t1928;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;saque;20/10/2024
t1929;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;pix;23/07/2024
t1930;30;João Lima;Masculino;Solteiro(a);9251,39;saque;23/12/2024
t1931;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;saque;28/10/2024
t1932;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;pix;01/09/2024
t1933;33;João Silva;Masculino;Divorciado(a);4977,08;saque;30/08/2024
t1934;34;João Oliveira;Masculino;Solteiro(a);5256,48;pix;19/09/2024
t1935;35;João Almeida;Masculino;Solteiro(a);8222,99;pix;14/11/2024
t1936;36;Paulo Silva;Masculino;Casado(a);8762,13;pix;17/07/2024
t1937;37;Paulo Nascimento;Masculino;Casado(a);1335,42;saque;20/10/2024
t1938;38;Maria Almeida;Feminino;Casado(a);3826,69;pix;22/12/2024
t1939;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;pix;25/07/2024
t1940;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;pix;27/10/2024
t1941;41;João Nascimento;Masculino;Viúvo(a);1235,29;pix;26/12/2024
t1942;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;pix;18/09/2024
t1943;43;Maria Lima;Feminino;Casado(a);3563,85;saque;30/08/2024
t1944;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;13/09/2024
t1945;45;João Araújo;Masculino;Solteiro(a);2403,54;pix;06/08/2024
t1946;46;João Costa;Masculino;Viúvo(a);2885,35;saque;22/08/2024
t1947;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;saque;08/10/2024
t1948;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;13/07/2024
t1949;49;Carlos Oliveira;Masculino;Casado(a);3082,95;saque;21/10/2024
t1950;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;saque;23/12/2024
t1951;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;19/08/2024
t1952;2;Ana Costa;Feminino;Viúvo(a);4347,62;pix;30/07/2024
t1953;3;Camila Souza;Feminino;Casado(a);3075,08;pix;05/12/2024
t1954;4;Camila Costa;Feminino;Casado(a);4260,5;pix;31/07/2024
t1955;5;Beatriz Pereira;Feminino;Casado(a);3787,57;saque;06/08/2024
t1956;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;pix;05/08/2024
t1957;7;Paulo Araújo;Masculino;Casado(a);6946,26;saque;06/11/2024
t1958;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;pix;28/10/2024
t1959;9;João Pereira;Masculino;Casado(a);6632,51;pix;12/10/2024
t1960;10;Carlos Souza;Masculino;Divorciado(a);6195,28;pix;18/09/2024
t1961;11;Paulo Costa;Masculino;Divorciado(a);5495,68;pix;02/10/2024
t1962;12;Carlos Costa;Masculino;Casado(a);5143,81;saque;02/10/2024
t1963;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;saque;26/11/2024
t1964;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;pix;13/08/2024
t1965;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;30/08/2024
t1966;16;Carlos Santos;Masculino;Casado(a);1324,58;saque;07/09/2024
t1967;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;saque;18/07/2024
t1968;18;Beatriz Lima;Feminino;Casado(a);3189,75;saque;30/07/2024
t1969;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;saque;26/09/2024
t1970;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;saque;13/12/2024
t1971;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;pix;13/08/2024
t1972;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;pix;25/08/2024
t1973;23;Camila Santos;Feminino;Divorciado(a);4135,44;saque;22/09/2024
t1974;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;pix;12/09/2024
t1975;25;Camila Araújo;Feminino;Divorciado(a);1446,38;pix;19/07/2024
t1976;26;Ana Pereira;Feminino;Solteiro(a);5898,85;saque;21/09/2024
t1977;27;Ana Lima;Feminino;Casado(a);9045,74;saque;18/08/2024
t1978;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;saque;02/12/2024
t1979;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;saque;10/10/2024
t1980;30;João Lima;Masculino;Solteiro(a);9251,39;saque;21/12/2024
t1981;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;saque;27/08/2024
t1982;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;pix;01/09/2024
t1983;33;João Silva;Masculino;Divorciado(a);4977,08;pix;03/09/2024
t1984;34;João Oliveira;Masculino;Solteiro(a);5256,48;saque;29/09/2024
t1985;35;João Almeida;Masculino;Solteiro(a);8222,99;saque;08/07/2024
t1986;36;Paulo Silva;Masculino;Casado(a);8762,13;saque;30/08/2024
t1987;37;Paulo Nascimento;Masculino;Casado(a);1335,42;pix;06/10/2024
t1988;38;Maria Almeida;Feminino;Casado(a);3826,69;saque;31/08/2024
t1989;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;saque;23/07/2024
t1990;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;saque;11/09/2024
t1991;41;João Nascimento;Masculino;Viúvo(a);1235,29;pix;03/12/2024
t1992;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;pix;30/07/2024
t1993;43;Maria Lima;Feminino;Casado(a);3563,85;pix;18/07/2024
t1994;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;18/08/2024
t1995;45;João Araújo;Masculino;Solteiro(a);2403,54;saque;11/09/2024
t1996;46;João Costa;Masculino;Viúvo(a);2885,35;saque;27/10/2024
t1997;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;saque;23/12/2024
t1998;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;22/09/2024
t1999;49;Carlos Oliveira;Masculino;Casado(a);3082,95;saque;05/09/2024
t2000;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;pix;15/09/2024
t2001;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;05/09/2024
t2002;2;Ana Costa;Feminino;Viúvo(a);4347,62;saque;12/07/2024
t2003;3;Camila Souza;Feminino;Casado(a);3075,08;pix;02/09/2024
t2004;4;Camila Costa;Feminino;Casado(a);4260,5;saque;10/11/2024
t2005;5;Beatriz Pereira;Feminino;Casado(a);3787,57;pix;24/12/2024
t2006;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;saque;30/07/2024
t2007;7;Paulo Araújo;Masculino;Casado(a);6946,26;pix;28/12/2024
t2008;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;pix;08/12/2024
t2009;9;João Pereira;Masculino;Casado(a);6632,51;saque;17/07/2024
t2010;10;Carlos Souza;Masculino;Divorciado(a);6195,28;pix;25/07/2024
t2011;11;Paulo Costa;Masculino;Divorciado(a);5495,68;saque;24/08/2024
t2012;12;Carlos Costa;Masculino;Casado(a);5143,81;pix;31/12/2024
t2013;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;pix;07/12/2024
t2014;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;pix;07/10/2024
t2015;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;02/08/2024
t2016;16;Carlos Santos;Masculino;Casado(a);1324,58;saque;12/10/2024
t2017;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;saque;03/09/2024
t2018;18;Beatriz Lima;Feminino;Casado(a);3189,75;pix;13/08/2024
t2019;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;pix;23/10/2024
t2020;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;pix;13/10/2024
t2021;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;saque;27/09/2024
t2022;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;pix;30/07/2024
t2023;23;Camila Santos;Feminino;Divorciado(a);4135,44;saque;31/12/2024
t2024;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;pix;12/08/2024
t2025;25;Camila Araújo;Feminino;Divorciado(a);1446,38;pix;29/07/2024
t2026;26;Ana Pereira;Feminino;Solteiro(a);5898,85;saque;27/07/2024
t2027;27;Ana Lima;Feminino;Casado(a);9045,74;saque;07/11/2024
t2028;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;pix;24/09/2024
t2029;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;saque;04/09/2024
t2030;30;João Lima;Masculino;Solteiro(a);9251,39;saque;29/11/2024
t2031;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;saque;13/10/2024
t2032;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;saque;29/10/2024
t2033;33;João Silva;Masculino;Divorciado(a);4977,08;saque;03/07/2024
t2034;34;João Oliveira;Masculino;Solteiro(a);5256,48;saque;15/10/2024
t2035;35;João Almeida;Masculino;Solteiro(a);8222,99;pix;24/09/2024
t2036;36;Paulo Silva;Masculino;Casado(a);8762,13;saque;17/10/2024
t2037;37;Paulo Nascimento;Masculino;Casado(a);1335,42;pix;28/10/2024
t2038;38;Maria Almeida;Feminino;Casado(a);3826,69;saque;11/10/2024
t2039;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;pix;13/11/2024
t2040;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;saque;09/08/2024
t2041;41;João Nascimento;Masculino;Viúvo(a);1235,29;pix;09/10/2024
t2042;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;saque;17/08/2024
t2043;43;Maria Lima;Feminino;Casado(a);3563,85;pix;07/09/2024
t2044;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;04/10/2024
t2045;45;João Araújo;Masculino;Solteiro(a);2403,54;pix;22/10/2024
t2046;46;João Costa;Masculino;Viúvo(a);2885,35;saque;24/11/2024
t2047;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;pix;05/11/2024
t2048;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;pix;20/10/2024
t2049;49;Carlos Oliveira;Masculino;Casado(a);3082,95;saque;11/11/2024
t2050;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;pix;10/08/2024
t2051;51;Maria Souza;Masculino;Divorciado(a);6640,12;saque;10/09/2024
t2052;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;31/08/2024
t2053;53;Camila Pereira;Feminino;Viúvo(a);9997,24;pix;30/09/2024
t2054;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;18/11/2024
t2055;55;Ana Araújo;Feminino;Solteiro(a);2242,64;pix;02/11/2024
t2056;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;23/07/2024
t2057;57;Pedro Santos;Masculino;Solteiro(a);4162,47;pix;27/10/2024
t2058;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;saque;11/08/2024
t2059;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;31/08/2024
t2060;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;saque;18/10/2024
t2061;61;Pedro Silva;Masculino;Viúvo(a);4856,81;pix;17/11/2024
t2062;62;Ricardo Araújo;Masculino;Casado(a);7862,92;pix;20/12/2024
t2063;63;João Souza;Masculino;Casado(a);8710,4;saque;18/12/2024
t2064;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;pix;05/12/2024
t2065;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;saque;14/09/2024
t2066;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;pix;04/09/2024
